Endothelial,Microglial,Concentration,G-CSF,Eotaxin,GM-CSF,IL-1a,Leptin,MIP-1a,lL-4,IL-1b,IL-2,IL-6,EGF,IL-13,IL-10,IL-12p70,IFN-y,IL-5,IL-17A,IL-18,MCP-1,IP-10,GRO/KC/CINC-1,VEGF,Fractalkine,LIX,MIP-2,TNF-a,RANTES
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,78.0,,,,,39.0,,313.0,,36.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,57.0,,,,,27.0,,371.0,,74.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,70.0,,,,,27.0,,413.0,,95.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,59.0,,,,,28.0,,,,45.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,79.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,71.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,11.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,21.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
False,True,0 ug/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
False,True,1 ug/ml,17.0,15.0,59.0,13.0,46.0,20.0,12.0,19.0,12.0,19.0,25.0,17.0,44.0,15.0,34.0,12.0,20.0,26.0,11.0,85.0,599.0,469.0,22.0,45.0,74.0,13.0,294.0
False,True,1 ug/ml,23.0,11.0,62.0,24.0,44.0,13.0,15.0,22.0,15.0,16.0,33.0,17.0,51.0,8.0,29.0,15.0,41.0,21.0,29.0,1066.0,483.0,460.0,42.0,34.0,79.0,23.0,480.0
False,True,1 ug/ml,16.0,13.0,34.0,45.0,37.0,11.0,14.0,19.0,14.0,19.0,17.0,18.0,69.0,14.0,43.0,8.0,40.0,23.0,15.0,1214.0,450.0,325.0,12.0,52.0,33.0,15.0,405.0
False,True,1 ug/ml,24.0,7.0,74.0,53.0,47.0,19.0,7.0,8.0,24.0,15.0,32.0,11.0,46.0,12.0,49.0,15.0,58.0,17.0,9.0,1231.0,400.0,568.0,24.0,55.0,45.0,31.0,302.0
False,True,1 ug/ml,11.0,10.0,50.0,23.0,52.0,15.0,8.0,15.0,8.0,18.0,51.0,21.0,22.0,11.0,23.0,10.0,18.0,28.0,7.0,1793.0,334.0,422.0,28.0,19.0,48.0,17.0,298.0
False,True,1 ug/ml,27.0,14.0,35.0,15.0,41.0,9.0,14.0,14.0,11.0,18.0,28.0,18.0,41.0,14.0,23.0,10.0,45.0,24.0,11.0,1304.0,466.0,717.0,24.0,74.0,72.0,14.0,338.0
False,True,1 ug/ml,15.0,28.0,54.0,11.0,55.0,15.0,9.0,33.0,15.0,38.0,18.0,14.0,51.0,11.0,18.0,17.0,34.0,33.0,11.0,917.0,625.0,570.0,24.0,36.0,63.0,22.0,241.0
False,True,1 ug/ml,12.0,9.0,24.0,25.0,74.0,12.0,8.0,20.0,15.0,18.0,24.0,18.0,79.0,5.0,28.0,13.0,62.0,29.0,31.0,1320.0,612.0,694.0,21.0,30.0,60.0,30.0,277.0
False,True,1 ug/ml,15.0,11.0,193.0,26.0,69.0,23.0,9.0,14.0,36.0,14.0,22.0,15.0,31.0,8.0,32.0,17.0,14.0,18.0,13.0,1481.0,503.0,428.0,15.0,54.0,61.0,14.0,217.0
False,True,1 ug/ml,14.0,8.0,41.0,11.0,1438.0,13.0,15.0,29.0,14.0,11.0,20.0,25.0,79.0,12.0,39.0,13.0,51.0,25.0,18.0,374.0,667.0,515.0,18.0,114.0,40.0,17.0,318.0
False,True,1 ug/ml,16.0,15.0,54.0,19.0,69.0,9.0,11.0,32.0,17.0,19.0,25.0,10.0,32.0,13.0,31.0,16.0,37.0,20.0,15.0,138.0,611.0,360.0,28.0,53.0,42.0,19.0,234.0
False,True,1 ug/ml,13.0,12.0,51.0,26.0,272.0,18.0,13.0,19.0,14.0,16.0,22.0,14.0,21.0,9.0,27.0,21.0,86.0,31.0,13.0,422.0,430.0,571.0,19.0,64.0,58.0,17.0,23.0
False,True,1 ug/ml,26.0,8.0,46.0,20.0,23.0,12.0,10.0,16.0,13.0,26.0,21.0,16.0,33.0,20.0,43.0,12.0,44.0,15.0,9.0,385.0,657.0,441.0,28.0,60.0,53.0,18.0,283.0
False,True,1 ug/ml,26.0,22.0,131.0,21.0,57.0,14.0,69.0,15.0,15.0,13.0,48.0,12.0,42.0,9.0,36.0,14.0,15.0,34.0,10.0,535.0,511.0,591.0,22.0,36.0,128.0,11.0,311.0
False,True,1 ug/ml,7.0,8.0,33.0,18.0,43.0,25.0,4.0,23.0,13.0,17.0,12.0,13.0,29.0,35.0,30.0,10.0,7.0,27.0,23.0,1103.0,755.0,876.0,17.0,49.0,41.0,20.0,43.0
False,True,1 ug/ml,13.0,9.0,27.0,12.0,68.0,25.0,16.0,41.0,15.0,12.0,40.0,49.0,34.0,7.0,96.0,12.0,13.0,20.0,12.0,728.0,827.0,778.0,16.0,33.0,18.0,17.0,324.0
False,True,1 ug/ml,22.0,18.0,49.0,18.0,64.0,15.0,9.0,18.0,17.0,12.0,26.0,17.0,48.0,12.0,52.0,13.0,3.0,17.0,25.0,484.0,612.0,82.0,20.0,41.0,31.0,13.0,132.0
False,True,1 ug/ml,14.0,16.0,46.0,15.0,33.0,11.0,9.0,41.0,16.0,15.0,32.0,15.0,143.0,12.0,90.0,12.0,28.0,14.0,10.0,571.0,377.0,375.0,36.0,118.0,43.0,18.0,330.0
False,True,1 ug/ml,10.0,8.0,87.0,13.0,45.0,10.0,6.0,22.0,12.0,11.0,32.0,79.0,20.0,4.0,26.0,15.0,50.0,26.0,17.0,2652.0,458.0,441.0,21.0,171.0,48.0,14.0,301.0
False,True,1 ug/ml,18.0,12.0,53.0,19.0,44.0,16.0,6.0,18.0,28.0,12.0,19.0,25.0,20.0,6.0,60.0,13.0,49.0,43.0,14.0,1172.0,561.0,105.0,32.0,492.0,48.0,15.0,316.0
False,True,1 ug/ml,39.0,10.0,42.0,15.0,55.0,11.0,7.0,20.0,27.0,23.0,22.0,18.0,22.0,11.0,37.0,15.0,49.0,42.0,14.0,1170.0,921.0,619.0,11.0,31.0,37.0,17.0,211.0
False,True,1 ug/ml,11.0,90.0,37.0,45.0,32.0,27.0,10.0,28.0,12.0,18.0,22.0,13.0,72.0,9.0,32.0,12.0,33.0,19.0,13.0,520.0,621.0,248.0,20.0,35.0,56.0,12.0,373.0
False,True,1 ug/ml,13.0,10.0,60.0,17.0,43.0,23.0,8.0,28.0,9.0,20.0,20.0,16.0,36.0,6.0,37.0,15.0,61.0,20.0,8.0,1131.0,561.0,693.0,18.0,29.0,63.0,15.0,300.0
False,True,1 ug/ml,14.0,7.0,82.0,92.0,40.0,15.0,10.0,12.0,15.0,20.0,50.0,18.0,51.0,14.0,24.0,10.0,51.0,24.0,21.0,1773.0,710.0,841.0,22.0,30.0,67.0,16.0,311.0
False,True,1 ug/ml,13.0,10.0,62.0,17.0,48.0,17.0,5.0,13.0,15.0,16.0,28.0,13.0,32.0,11.0,27.0,8.0,78.0,28.0,20.0,1268.0,643.0,398.0,8.0,57.0,33.0,19.0,110.0
False,True,1 ug/ml,13.0,9.0,39.0,30.0,43.0,16.0,6.0,49.0,16.0,19.0,38.0,12.0,65.0,2.0,62.0,28.0,33.0,34.0,32.0,143.0,755.0,672.0,17.0,19.0,104.0,17.0,208.0
False,True,1 ug/ml,16.0,18.0,54.0,19.0,28.0,10.0,12.0,26.0,19.0,19.0,34.0,14.0,40.0,18.0,37.0,20.0,66.0,16.0,12.0,1455.0,370.0,562.0,17.0,38.0,65.0,12.0,292.0
False,True,1 ug/ml,28.0,11.0,39.0,16.0,281.0,25.0,10.0,21.0,15.0,13.0,15.0,15.0,39.0,8.0,28.0,7.0,32.0,25.0,12.0,969.0,542.0,966.0,21.0,23.0,63.0,16.0,261.0
False,True,1 ug/ml,28.0,16.0,22.0,23.0,39.0,18.0,8.0,18.0,50.0,17.0,24.0,17.0,29.0,10.0,39.0,12.0,38.0,17.0,8.0,563.0,440.0,496.0,11.0,58.0,53.0,19.0,297.0
False,True,1 ug/ml,12.0,9.0,94.0,23.0,36.0,18.0,8.0,28.0,13.0,15.0,21.0,10.0,79.0,7.0,64.0,9.0,50.0,22.0,12.0,351.0,649.0,451.0,16.0,27.0,73.0,12.0,174.0
False,True,1 ug/ml,17.0,17.0,68.0,17.0,30.0,86.0,8.0,19.0,16.0,20.0,59.0,17.0,22.0,5.0,33.0,77.0,45.0,19.0,17.0,419.0,501.0,552.0,21.0,54.0,52.0,8.0,241.0
False,True,1 ug/ml,11.0,13.0,98.0,20.0,48.0,15.0,16.0,14.0,19.0,20.0,30.0,14.0,38.0,25.0,21.0,8.0,44.0,17.0,13.0,325.0,819.0,452.0,19.0,49.0,99.0,11.0,176.0
False,True,1 ug/ml,30.0,11.0,36.0,23.0,52.0,12.0,6.0,11.0,11.0,213.0,38.0,25.0,52.0,8.0,30.0,15.0,30.0,14.0,10.0,516.0,18.0,363.0,27.0,94.0,73.0,12.0,145.0
False,True,1 ug/ml,17.0,10.0,61.0,15.0,40.0,13.0,7.0,15.0,12.0,10.0,32.0,10.0,32.0,8.0,34.0,9.0,59.0,22.0,10.0,938.0,667.0,742.0,11.0,50.0,82.0,13.0,422.0
False,True,1 ug/ml,11.0,11.0,47.0,23.0,32.0,9.0,6.0,14.0,15.0,36.0,66.0,11.0,31.0,8.0,31.0,17.0,40.0,18.0,10.0,156.0,479.0,536.0,21.0,24.0,93.0,23.0,376.0
False,True,1 ug/ml,18.0,29.0,23.0,23.0,63.0,20.0,9.0,31.0,16.0,9.0,31.0,19.0,18.0,20.0,24.0,14.0,28.0,12.0,12.0,536.0,511.0,454.0,23.0,24.0,27.0,8.0,451.0
False,True,1 ug/ml,14.0,4.0,31.0,16.0,40.0,28.0,12.0,24.0,15.0,20.0,27.0,8.0,38.0,13.0,31.0,17.0,24.0,19.0,16.0,292.0,535.0,410.0,8.0,43.0,76.0,16.0,289.0
False,True,1 ug/ml,15.0,48.0,46.0,26.0,63.0,10.0,17.0,17.0,13.0,11.0,25.0,14.0,35.0,7.0,53.0,11.0,31.0,27.0,10.0,1056.0,607.0,742.0,17.0,28.0,75.0,15.0,327.0
False,True,1 ug/ml,13.0,9.0,40.0,13.0,47.0,12.0,9.0,21.0,14.0,25.0,38.0,15.0,26.0,9.0,47.0,10.0,37.0,24.0,13.0,256.0,525.0,656.0,34.0,49.0,50.0,24.0,359.0
False,True,1 ug/ml,10.0,8.0,29.0,20.0,42.0,16.0,29.0,14.0,14.0,18.0,33.0,15.0,48.0,7.0,62.0,13.0,188.0,24.0,9.0,987.0,402.0,707.0,16.0,47.0,38.0,58.0,307.0
False,True,1 ug/ml,8.0,12.0,33.0,26.0,49.0,15.0,29.0,29.0,11.0,5.0,43.0,17.0,28.0,9.0,31.0,19.0,29.0,22.0,8.0,705.0,577.0,928.0,13.0,65.0,58.0,18.0,83.0
False,True,1 ug/ml,14.0,12.0,28.0,19.0,37.0,10.0,38.0,19.0,11.0,41.0,28.0,15.0,29.0,40.0,24.0,10.0,47.0,21.0,66.0,4178.0,622.0,581.0,15.0,30.0,52.0,11.0,327.0
False,True,1 ug/ml,13.0,37.0,41.0,17.0,34.0,12.0,5.0,28.0,12.0,12.0,25.0,14.0,31.0,11.0,51.0,10.0,51.0,26.0,6.0,785.0,890.0,143.0,22.0,42.0,88.0,20.0,272.0
False,True,1 ug/ml,22.0,15.0,23.0,23.0,53.0,11.0,14.0,15.0,17.0,15.0,24.0,14.0,19.0,3.0,33.0,24.0,45.0,35.0,8.0,343.0,713.0,821.0,21.0,46.0,40.0,15.0,114.0
False,True,1 ug/ml,20.0,22.0,34.0,22.0,29.0,15.0,9.0,38.0,8.0,40.0,33.0,11.0,19.0,31.0,47.0,12.0,49.0,23.0,19.0,1430.0,520.0,575.0,24.0,24.0,60.0,21.0,246.0
False,True,1 ug/ml,13.0,18.0,10.0,26.0,236.0,10.0,15.0,77.0,44.0,13.0,56.0,18.0,45.0,9.0,40.0,7.0,34.0,22.0,12.0,395.0,583.0,363.0,27.0,60.0,72.0,25.0,459.0
False,True,1 ug/ml,14.0,10.0,39.0,16.0,54.0,17.0,5.0,20.0,18.0,12.0,30.0,17.0,35.0,9.0,25.0,24.0,44.0,21.0,12.0,779.0,450.0,1061.0,14.0,96.0,113.0,25.0,190.0
False,True,1 ug/ml,14.0,13.0,37.0,48.0,32.0,9.0,14.0,31.0,13.0,33.0,16.0,14.0,51.0,11.0,31.0,17.0,52.0,19.0,17.0,1454.0,589.0,214.0,16.0,24.0,128.0,22.0,293.0
False,True,1 ug/ml,19.0,14.0,31.0,16.0,31.0,13.0,13.0,33.0,31.0,16.0,14.0,14.0,19.0,11.0,31.0,11.0,27.0,34.0,16.0,1034.0,471.0,530.0,13.0,140.0,66.0,30.0,365.0
False,True,1 ug/ml,16.0,19.0,45.0,16.0,42.0,15.0,4.0,167.0,13.0,9.0,22.0,18.0,35.0,11.0,34.0,22.0,35.0,17.0,10.0,1049.0,866.0,620.0,14.0,16.0,40.0,16.0,338.0
False,True,1 ug/ml,16.0,24.0,46.0,27.0,56.0,26.0,20.0,22.0,28.0,11.0,32.0,40.0,44.0,6.0,23.0,11.0,40.0,21.0,14.0,1003.0,657.0,273.0,12.0,137.0,40.0,14.0,375.0
False,True,1 ug/ml,17.0,15.0,79.0,13.0,38.0,12.0,9.0,17.0,16.0,20.0,19.0,21.0,31.0,9.0,36.0,13.0,39.0,36.0,17.0,1378.0,368.0,426.0,21.0,44.0,33.0,10.0,207.0
False,True,1 ug/ml,20.0,22.0,21.0,32.0,55.0,33.0,12.0,14.0,11.0,12.0,29.0,14.0,28.0,10.0,134.0,8.0,53.0,21.0,6.0,12.0,801.0,504.0,16.0,60.0,48.0,12.0,348.0
False,True,1 ug/ml,15.0,9.0,21.0,17.0,64.0,10.0,13.0,4.0,23.0,13.0,17.0,16.0,15.0,9.0,36.0,9.0,27.0,18.0,10.0,1119.0,497.0,607.0,15.0,37.0,69.0,15.0,294.0
False,True,1 ug/ml,17.0,20.0,37.0,40.0,57.0,12.0,7.0,13.0,17.0,22.0,33.0,17.0,48.0,5.0,21.0,10.0,36.0,26.0,13.0,1120.0,548.0,1169.0,19.0,62.0,50.0,13.0,372.0
False,True,1 ug/ml,16.0,10.0,74.0,22.0,61.0,11.0,9.0,15.0,15.0,23.0,23.0,15.0,21.0,14.0,31.0,20.0,45.0,15.0,12.0,916.0,632.0,554.0,19.0,27.0,70.0,20.0,766.0
False,True,1 ug/ml,11.0,12.0,51.0,20.0,52.0,14.0,15.0,16.0,12.0,76.0,24.0,16.0,27.0,11.0,54.0,18.0,56.0,24.0,13.0,78.0,510.0,271.0,18.0,136.0,38.0,14.0,305.0
False,True,1 ug/ml,11.0,27.0,20.0,18.0,43.0,20.0,11.0,12.0,8.0,15.0,40.0,15.0,30.0,8.0,32.0,19.0,33.0,16.0,13.0,1075.0,860.0,296.0,17.0,29.0,74.0,15.0,356.0
False,True,1 ug/ml,16.0,9.0,44.0,24.0,33.0,14.0,8.0,16.0,9.0,9.0,27.0,22.0,24.0,8.0,40.0,12.0,30.0,12.0,16.0,268.0,527.0,642.0,21.0,462.0,56.0,12.0,218.0
False,True,1 ug/ml,14.0,5.0,27.0,13.0,21.0,13.0,7.0,23.0,21.0,14.0,20.0,16.0,60.0,9.0,23.0,11.0,35.0,18.0,8.0,193.0,930.0,628.0,19.0,88.0,77.0,13.0,337.0
False,True,1 ug/ml,16.0,19.0,47.0,14.0,43.0,13.0,12.0,16.0,13.0,12.0,37.0,20.0,66.0,7.0,27.0,11.0,46.0,17.0,14.0,1261.0,669.0,436.0,14.0,87.0,57.0,12.0,292.0
False,True,1 ug/ml,22.0,15.0,37.0,20.0,75.0,11.0,13.0,55.0,22.0,11.0,48.0,10.0,85.0,10.0,21.0,11.0,42.0,25.0,19.0,1079.0,406.0,517.0,18.0,46.0,87.0,19.0,294.0
False,True,1 ug/ml,17.0,9.0,36.0,19.0,27.0,22.0,8.0,22.0,14.0,14.0,19.0,16.0,38.0,25.0,29.0,12.0,53.0,24.0,12.0,850.0,565.0,335.0,22.0,156.0,56.0,16.0,279.0
False,True,1 ug/ml,11.0,7.0,35.0,16.0,42.0,17.0,8.0,28.0,16.0,10.0,19.0,13.0,23.0,9.0,27.0,8.0,32.0,18.0,16.0,1047.0,447.0,586.0,17.0,45.0,90.0,15.0,268.0
False,True,1 ug/ml,19.0,10.0,33.0,19.0,87.0,16.0,8.0,23.0,27.0,18.0,25.0,18.0,44.0,8.0,33.0,19.0,37.0,19.0,16.0,237.0,746.0,591.0,51.0,61.0,50.0,19.0,231.0
False,True,1 ug/ml,19.0,8.0,46.0,44.0,34.0,18.0,13.0,30.0,15.0,16.0,21.0,15.0,28.0,5.0,35.0,9.0,27.0,17.0,9.0,185.0,490.0,486.0,18.0,30.0,59.0,19.0,299.0
False,True,1 ug/ml,60.0,11.0,33.0,24.0,37.0,13.0,6.0,18.0,77.0,19.0,18.0,19.0,37.0,13.0,25.0,12.0,59.0,15.0,9.0,1619.0,554.0,489.0,15.0,65.0,18.0,15.0,261.0
False,True,1 ug/ml,16.0,10.0,40.0,10.0,64.0,5.0,8.0,15.0,17.0,76.0,18.0,14.0,33.0,14.0,39.0,16.0,59.0,19.0,12.0,1539.0,468.0,564.0,27.0,61.0,113.0,13.0,302.0
False,True,1 ug/ml,24.0,11.0,42.0,25.0,22.0,11.0,12.0,20.0,8.0,17.0,37.0,27.0,30.0,8.0,44.0,7.0,46.0,17.0,9.0,1208.0,600.0,803.0,18.0,53.0,268.0,14.0,272.0
False,True,1 ug/ml,12.0,11.0,51.0,15.0,44.0,8.0,9.0,39.0,15.0,9.0,34.0,20.0,40.0,6.0,57.0,26.0,31.0,15.0,18.0,561.0,369.0,876.0,22.0,48.0,21.0,18.0,205.0
False,True,1 ug/ml,27.0,7.0,49.0,13.0,63.0,13.0,7.0,22.0,14.0,27.0,22.0,21.0,25.0,12.0,22.0,6.0,32.0,20.0,12.0,1205.0,826.0,668.0,42.0,37.0,96.0,12.0,63.0
False,True,1 ug/ml,18.0,19.0,28.0,29.0,57.0,19.0,8.0,12.0,13.0,19.0,29.0,22.0,29.0,10.0,82.0,12.0,46.0,21.0,16.0,1061.0,397.0,513.0,24.0,49.0,52.0,15.0,330.0
False,True,1 ug/ml,9.0,7.0,7.0,19.0,57.0,11.0,11.0,12.0,13.0,15.0,25.0,19.0,90.0,9.0,37.0,5.0,37.0,14.0,17.0,192.0,527.0,319.0,39.0,92.0,78.0,15.0,385.0
False,True,1 ug/ml,18.0,14.0,52.0,15.0,44.0,16.0,9.0,18.0,14.0,24.0,19.0,11.0,34.0,9.0,26.0,8.0,45.0,29.0,11.0,1117.0,605.0,387.0,21.0,69.0,33.0,13.0,148.0
False,True,1 ug/ml,18.0,9.0,39.0,14.0,41.0,12.0,7.0,16.0,30.0,28.0,24.0,19.0,18.0,8.0,38.0,12.0,25.0,18.0,16.0,1038.0,610.0,578.0,23.0,64.0,54.0,13.0,333.0
False,True,1 ug/ml,15.0,9.0,37.0,13.0,67.0,16.0,13.0,19.0,13.0,13.0,34.0,22.0,73.0,4.0,35.0,13.0,23.0,13.0,12.0,1209.0,676.0,426.0,19.0,40.0,72.0,33.0,345.0
False,True,1 ug/ml,20.0,8.0,36.0,22.0,18.0,13.0,12.0,14.0,16.0,20.0,16.0,16.0,22.0,17.0,50.0,14.0,37.0,14.0,22.0,1910.0,23.0,421.0,16.0,100.0,105.0,21.0,257.0
False,True,1 ug/ml,21.0,10.0,38.0,13.0,40.0,17.0,7.0,18.0,11.0,9.0,25.0,22.0,27.0,14.0,23.0,8.0,29.0,23.0,19.0,1141.0,450.0,715.0,10.0,279.0,73.0,23.0,415.0
False,True,1 ug/ml,21.0,7.0,71.0,17.0,36.0,12.0,4.0,11.0,11.0,8.0,46.0,17.0,33.0,7.0,47.0,11.0,45.0,33.0,16.0,852.0,505.0,358.0,15.0,24.0,91.0,19.0,219.0
False,True,1 ug/ml,10.0,13.0,77.0,13.0,41.0,12.0,5.0,21.0,26.0,17.0,32.0,11.0,30.0,14.0,27.0,11.0,53.0,18.0,10.0,531.0,602.0,673.0,36.0,32.0,74.0,14.0,409.0
False,True,1 ug/ml,16.0,18.0,70.0,30.0,29.0,14.0,7.0,18.0,12.0,11.0,19.0,23.0,50.0,9.0,47.0,9.0,29.0,14.0,13.0,927.0,403.0,826.0,21.0,98.0,118.0,12.0,212.0
False,True,1 ug/ml,15.0,11.0,31.0,10.0,37.0,13.0,17.0,18.0,14.0,12.0,30.0,12.0,18.0,11.0,25.0,11.0,66.0,23.0,14.0,217.0,766.0,525.0,17.0,54.0,52.0,44.0,356.0
False,True,1 ug/ml,24.0,12.0,43.0,17.0,37.0,24.0,7.0,17.0,13.0,14.0,21.0,13.0,36.0,38.0,37.0,9.0,35.0,31.0,9.0,210.0,590.0,753.0,18.0,53.0,76.0,13.0,415.0
False,True,1 ug/ml,11.0,16.0,41.0,14.0,44.0,14.0,9.0,15.0,34.0,11.0,19.0,15.0,31.0,10.0,48.0,13.0,40.0,24.0,8.0,1423.0,465.0,653.0,20.0,57.0,47.0,14.0,255.0
False,True,1 ug/ml,7.0,13.0,43.0,16.0,62.0,17.0,12.0,18.0,22.0,12.0,27.0,16.0,30.0,18.0,28.0,7.0,62.0,19.0,11.0,1067.0,507.0,708.0,24.0,64.0,27.0,17.0,366.0
False,True,1 ug/ml,29.0,7.0,65.0,15.0,78.0,32.0,10.0,100.0,14.0,12.0,27.0,29.0,31.0,7.0,25.0,15.0,33.0,24.0,13.0,659.0,537.0,705.0,22.0,84.0,68.0,10.0,268.0
False,True,1 ug/ml,7.0,77.0,53.0,16.0,27.0,13.0,5.0,31.0,9.0,12.0,30.0,14.0,45.0,16.0,49.0,14.0,60.0,18.0,23.0,847.0,403.0,520.0,21.0,43.0,64.0,28.0,412.0
False,True,1 ug/ml,30.0,15.0,69.0,30.0,18572.0,11.0,9.0,20.0,22.0,13.0,34.0,12.0,48.0,11.0,29.0,12.0,45.0,26.0,12.0,959.0,710.0,218.0,33.0,89.0,63.0,19.0,268.0
False,True,1 ug/ml,11.0,18.0,47.0,24.0,42.0,15.0,15.0,5.0,12.0,12.0,20.0,15.0,36.0,12.0,43.0,18.0,38.0,28.0,8.0,1017.0,773.0,385.0,31.0,33.0,123.0,33.0,420.0
False,True,1 ug/ml,36.0,13.0,44.0,19.0,61.0,14.0,5.0,17.0,33.0,18.0,50.0,16.0,29.0,8.0,48.0,24.0,50.0,21.0,41.0,146.0,509.0,366.0,24.0,31.0,56.0,14.0,262.0
False,True,1 ug/ml,16.0,12.0,61.0,15.0,316.0,34.0,10.0,26.0,12.0,16.0,49.0,23.0,33.0,12.0,19.0,23.0,68.0,41.0,13.0,1014.0,337.0,403.0,31.0,33.0,87.0,18.0,307.0
False,True,1 ug/ml,18.0,16.0,55.0,11.0,60.0,13.0,9.0,16.0,16.0,21.0,16.0,27.0,36.0,11.0,31.0,10.0,39.0,18.0,21.0,1225.0,424.0,716.0,18.0,24.0,85.0,15.0,392.0
False,True,1 ug/ml,17.0,14.0,25.0,13.0,36.0,11.0,15.0,19.0,11.0,21.0,17.0,27.0,72.0,7.0,45.0,5.0,34.0,11.0,19.0,185.0,475.0,426.0,12.0,39.0,19.0,45.0,419.0
False,True,1 ug/ml,17.0,18.0,45.0,15.0,59.0,11.0,12.0,23.0,19.0,22.0,30.0,11.0,34.0,10.0,41.0,9.0,48.0,46.0,10.0,1148.0,511.0,544.0,14.0,77.0,73.0,14.0,344.0
False,True,1 ug/ml,3.0,26.0,61.0,28.0,34.0,18.0,9.0,16.0,12.0,24.0,29.0,40.0,29.0,14.0,43.0,16.0,35.0,23.0,9.0,949.0,916.0,839.0,5.0,34.0,33.0,18.0,335.0
False,True,1 ug/ml,11.0,10.0,51.0,15.0,37.0,13.0,9.0,15.0,14.0,19.0,24.0,30.0,28.0,9.0,57.0,14.0,29.0,22.0,10.0,161.0,830.0,366.0,37.0,34.0,31.0,35.0,268.0
False,True,1 ug/ml,12.0,10.0,63.0,14.0,37.0,23.0,7.0,15.0,14.0,20.0,22.0,15.0,18.0,8.0,23.0,8.0,53.0,19.0,11.0,653.0,603.0,636.0,23.0,14.0,48.0,17.0,403.0
False,True,1 ug/ml,19.0,10.0,86.0,19.0,55.0,18.0,11.0,24.0,11.0,122.0,23.0,15.0,203.0,15.0,24.0,19.0,33.0,16.0,12.0,1350.0,1073.0,516.0,23.0,39.0,42.0,69.0,378.0
False,True,1 ug/ml,20.0,20.0,64.0,31.0,41.0,23.0,12.0,17.0,21.0,22.0,68.0,13.0,23.0,13.0,50.0,17.0,34.0,20.0,13.0,1143.0,457.0,466.0,24.0,27.0,95.0,15.0,485.0
False,True,1 ug/ml,19.0,15.0,27.0,26.0,24.0,8.0,8.0,19.0,10.0,21.0,21.0,16.0,39.0,19.0,22.0,9.0,96.0,25.0,16.0,729.0,632.0,571.0,14.0,28.0,41.0,13.0,515.0
False,True,1 ug/ml,13.0,11.0,26.0,22.0,73.0,23.0,7.0,19.0,12.0,13.0,22.0,19.0,36.0,13.0,28.0,11.0,62.0,9.0,17.0,411.0,652.0,537.0,28.0,37.0,60.0,13.0,267.0
